contract_id,equipment_id,region,country,contract_type,contract_start,contract_end,status,annual_value_eur
CON000273,EQ00099,Greater China,China,Basic Maintenance,2021-08-01,2022-08-01,Renewed,1585.0
CON000274,EQ00099,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,1585.0
CON000275,EQ00099,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,1585.0
CON000276,EQ00100,Greater China,China,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2157.0
CON000277,EQ00100,Greater China,China,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2157.0
CON000278,EQ00100,Greater China,China,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2157.0
CON000279,EQ00101,Greater China,China,Full Maintenance,2021-07-01,2022-07-01,Renewed,4167.0
CON000280,EQ00101,Greater China,China,Full Maintenance,2022-07-01,2023-07-01,Renewed,4167.0
CON000281,EQ00101,Greater China,China,Full Maintenance,2023-07-01,2024-07-01,Renewed,4167.0
CON000282,EQ00102,Europe,Germany,Full Maintenance,2020-09-01,2021-09-01,Renewed,4843.0
CON000283,EQ00102,Europe,Germany,Full Maintenance,2021-09-01,2022-09-01,Renewed,4843.0
CON000284,EQ00102,Europe,Germany,Full Maintenance,2022-09-01,2023-09-01,Cancelled,4843.0
CON000285,EQ00103,Greater China,China,Basic Maintenance,2023-04-01,2024-04-01,Renewed,3100.0
CON000286,EQ00103,Greater China,China,Basic Maintenance,2024-04-01,2025-04-01,Renewed,3100.0
CON000287,EQ00103,Greater China,China,Basic Maintenance,2025-04-01,2026-04-01,Renewed,3100.0
CON000288,EQ00104,Europe,Sweden,Basic Maintenance,2023-12-01,2024-12-01,Renewed,2075.0
CON000289,EQ00104,Europe,Sweden,Basic Maintenance,2024-12-01,2025-12-01,Renewed,2075.0
CON000290,EQ00104,Europe,Sweden,Basic Maintenance,2025-12-01,2026-12-01,Cancelled,2075.0
CON000291,EQ00105,APMEA,Saudi Arabia,Basic Maintenance,2021-05-01,2022-05-01,Renewed,3113.0
CON000292,EQ00105,APMEA,Saudi Arabia,Basic Maintenance,2022-05-01,2023-05-01,Renewed,3113.0
CON000293,EQ00105,APMEA,Saudi Arabia,Basic Maintenance,2023-05-01,2024-05-01,Renewed,3113.0
CON000294,EQ00106,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,5309.0
CON000295,EQ00106,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Cancelled,5309.0
CON000296,EQ00107,Europe,Germany,Full Maintenance,2020-07-01,2021-07-01,Renewed,5735.0
CON000297,EQ00107,Europe,Germany,Full Maintenance,2021-07-01,2022-07-01,Renewed,5735.0
CON000298,EQ00107,Europe,Germany,Full Maintenance,2022-07-01,2023-07-01,Renewed,5735.0
CON000299,EQ00109,Greater China,China,Basic Maintenance,2020-01-01,2021-01-01,Renewed,2836.0
CON000300,EQ00109,Greater China,China,Basic Maintenance,2021-01-01,2022-01-01,Cancelled,2836.0
CON000301,EQ00110,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,5772.0
CON000302,EQ00110,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,5772.0
CON000303,EQ00110,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Renewed,5772.0
CON000304,EQ00111,Greater China,China,Basic Maintenance,2020-11-01,2021-11-01,Renewed,1741.0
CON000305,EQ00111,Greater China,China,Basic Maintenance,2021-11-01,2022-11-01,Renewed,1741.0
CON000306,EQ00111,Greater China,China,Basic Maintenance,2022-11-01,2023-11-01,Renewed,1741.0
CON000307,EQ00113,APMEA,India,Full Maintenance,2021-10-01,2022-10-01,Renewed,5012.0
CON000308,EQ00113,APMEA,India,Full Maintenance,2022-10-01,2023-10-01,Renewed,5012.0
CON000309,EQ00113,APMEA,India,Full Maintenance,2023-10-01,2024-10-01,Renewed,5012.0
CON000310,EQ00114,Americas,USA,Basic Maintenance,2022-12-01,2023-12-01,Renewed,3434.0
CON000311,EQ00114,Americas,USA,Basic Maintenance,2023-12-01,2024-12-01,Renewed,3434.0
CON000312,EQ00114,Americas,USA,Basic Maintenance,2024-12-01,2025-12-01,Renewed,3434.0
CON000313,EQ00118,Greater China,China,Full Maintenance,2021-03-01,2022-03-01,Renewed,4036.0
CON000314,EQ00118,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,4036.0
CON000315,EQ00118,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Renewed,4036.0
CON000316,EQ00119,APMEA,Saudi Arabia,Full Maintenance,2022-05-01,2023-05-01,Renewed,4348.0
CON000317,EQ00119,APMEA,Saudi Arabia,Full Maintenance,2023-05-01,2024-05-01,Renewed,4348.0
CON000318,EQ00119,APMEA,Saudi Arabia,Full Maintenance,2024-05-01,2025-05-01,Renewed,4348.0
CON000319,EQ00120,Europe,Germany,Full Maintenance,2022-10-01,2023-10-01,Renewed,4741.0
CON000320,EQ00120,Europe,Germany,Full Maintenance,2023-10-01,2024-10-01,Cancelled,4741.0
CON000321,EQ00121,Americas,Brazil,Full Maintenance,2020-06-01,2021-06-01,Renewed,6162.0
CON000322,EQ00121,Americas,Brazil,Full Maintenance,2021-06-01,2022-06-01,Renewed,6162.0
CON000323,EQ00121,Americas,Brazil,Full Maintenance,2022-06-01,2023-06-01,Renewed,6162.0
CON000324,EQ00122,APMEA,India,Full Maintenance,2020-09-01,2021-09-01,Renewed,5560.0
CON000325,EQ00122,APMEA,India,Full Maintenance,2021-09-01,2022-09-01,Renewed,5560.0
CON000326,EQ00122,APMEA,India,Full Maintenance,2022-09-01,2023-09-01,Renewed,5560.0
CON000327,EQ00123,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,6058.0
CON000328,EQ00123,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,6058.0
CON000329,EQ00123,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,6058.0
CON000330,EQ00124,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,4829.0
CON000331,EQ00124,Greater China,China,Full Maintenance,2024-02-01,2025-02-01,Renewed,4829.0
CON000332,EQ00124,Greater China,China,Full Maintenance,2025-02-01,2026-02-01,Renewed,4829.0
CON000333,EQ00125,Greater China,China,Full Maintenance,2020-04-01,2021-04-01,Renewed,4819.0
CON000334,EQ00125,Greater China,China,Full Maintenance,2021-04-01,2022-04-01,Renewed,4819.0
CON000335,EQ00125,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,4819.0
CON000336,EQ00126,Europe,Poland,Full Maintenance,2023-08-01,2024-08-01,Renewed,4939.0
CON000337,EQ00126,Europe,Poland,Full Maintenance,2024-08-01,2025-08-01,Renewed,4939.0
CON000338,EQ00126,Europe,Poland,Full Maintenance,2025-08-01,2026-08-01,Active,4939.0
CON000339,EQ00127,Americas,USA,Basic Maintenance,2021-06-01,2022-06-01,Renewed,2982.0
CON000340,EQ00127,Americas,USA,Basic Maintenance,2022-06-01,2023-06-01,Renewed,2982.0
CON000341,EQ00127,Americas,USA,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2982.0
CON000342,EQ00128,APMEA,India,Full Maintenance,2022-04-01,2023-04-01,Renewed,4341.0
CON000343,EQ00128,APMEA,India,Full Maintenance,2023-04-01,2024-04-01,Renewed,4341.0
CON000344,EQ00128,APMEA,India,Full Maintenance,2024-04-01,2025-04-01,Renewed,4341.0
CON000345,EQ00129,Greater China,China,Basic Maintenance,2020-11-01,2021-11-01,Renewed,1488.0
CON000346,EQ00129,Greater China,China,Basic Maintenance,2021-11-01,2022-11-01,Renewed,1488.0
CON000347,EQ00129,Greater China,China,Basic Maintenance,2022-11-01,2023-11-01,Renewed,1488.0
CON000348,EQ00130,Europe,Germany,Full Maintenance,2023-04-01,2024-04-01,Renewed,3964.0
CON000349,EQ00130,Europe,Germany,Full Maintenance,2024-04-01,2025-04-01,Renewed,3964.0
CON000350,EQ00130,Europe,Germany,Full Maintenance,2025-04-01,2026-04-01,Renewed,3964.0
CON000351,EQ00131,Europe,Poland,Full Maintenance,2022-06-01,2023-06-01,Renewed,5040.0
CON000352,EQ00131,Europe,Poland,Full Maintenance,2023-06-01,2024-06-01,Renewed,5040.0
CON000353,EQ00131,Europe,Poland,Full Maintenance,2024-06-01,2025-06-01,Renewed,5040.0
CON000354,EQ00133,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,4158.0
CON000355,EQ00133,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Cancelled,4158.0
CON000356,EQ00134,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,4827.0
CON000357,EQ00134,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,4827.0
CON000358,EQ00134,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Cancelled,4827.0
CON000359,EQ00135,APMEA,Australia,Full Maintenance,2023-02-01,2024-02-01,Renewed,4496.0
CON000360,EQ00135,APMEA,Australia,Full Maintenance,2024-02-01,2025-02-01,Renewed,4496.0
CON000361,EQ00135,APMEA,Australia,Full Maintenance,2025-02-01,2026-02-01,Renewed,4496.0
CON000362,EQ00136,Greater China,China,Full Maintenance,2020-01-01,2021-01-01,Renewed,4623.0
CON000363,EQ00136,Greater China,China,Full Maintenance,2021-01-01,2022-01-01,Renewed,4623.0
CON000364,EQ00136,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,4623.0
CON000365,EQ00137,Europe,Finland,Full Maintenance,2020-09-01,2021-09-01,Renewed,3741.0
CON000366,EQ00137,Europe,Finland,Full Maintenance,2021-09-01,2022-09-01,Renewed,3741.0
CON000367,EQ00137,Europe,Finland,Full Maintenance,2022-09-01,2023-09-01,Renewed,3741.0
CON000368,EQ00138,Americas,Canada,Full Maintenance,2022-09-01,2023-09-01,Renewed,4437.0
CON000369,EQ00138,Americas,Canada,Full Maintenance,2023-09-01,2024-09-01,Renewed,4437.0
CON000370,EQ00138,Americas,Canada,Full Maintenance,2024-09-01,2025-09-01,Renewed,4437.0
CON000371,EQ00139,Greater China,China,Full Maintenance,2020-03-01,2021-03-01,Renewed,4548.0
CON000372,EQ00139,Greater China,China,Full Maintenance,2021-03-01,2022-03-01,Renewed,4548.0
CON000373,EQ00139,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,4548.0
CON000374,EQ00141,APMEA,South Korea,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2593.0
CON000375,EQ00141,APMEA,South Korea,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2593.0
CON000376,EQ00141,APMEA,South Korea,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2593.0
CON000377,EQ00142,Greater China,China,Full Maintenance,2022-02-01,2023-02-01,Renewed,4248.0
CON000378,EQ00142,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Cancelled,4248.0
CON000379,EQ00143,Europe,Germany,Full Maintenance,2020-05-01,2021-05-01,Renewed,4520.0
CON000380,EQ00143,Europe,Germany,Full Maintenance,2021-05-01,2022-05-01,Renewed,4520.0
CON000381,EQ00143,Europe,Germany,Full Maintenance,2022-05-01,2023-05-01,Renewed,4520.0
CON000382,EQ00144,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,4329.0
CON000383,EQ00144,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,4329.0
CON000384,EQ00144,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,4329.0
CON000385,EQ00145,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,4745.0
CON000386,EQ00145,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,4745.0
CON000387,EQ00145,Greater China,China,Full Maintenance,2024-01-01,2025-01-01,Renewed,4745.0
CON000388,EQ00146,Greater China,China,Full Maintenance,2021-05-01,2022-05-01,Renewed,4124.0
CON000389,EQ00146,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,4124.0
CON000390,EQ00146,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,4124.0
CON000391,EQ00147,Europe,Poland,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2744.0
CON000392,EQ00147,Europe,Poland,Basic Maintenance,2024-08-01,2025-08-01,Renewed,2744.0
CON000393,EQ00147,Europe,Poland,Basic Maintenance,2025-08-01,2026-08-01,Active,2744.0
CON000394,EQ00148,Europe,Finland,Full Maintenance,2020-06-01,2021-06-01,Renewed,5369.0
CON000395,EQ00148,Europe,Finland,Full Maintenance,2021-06-01,2022-06-01,Renewed,5369.0
CON000396,EQ00148,Europe,Finland,Full Maintenance,2022-06-01,2023-06-01,Renewed,5369.0
CON000397,EQ00149,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2120.0
CON000398,EQ00149,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2120.0
CON000399,EQ00149,Greater China,China,Basic Maintenance,2024-08-01,2025-08-01,Cancelled,2120.0
CON000400,EQ00150,Greater China,China,Full Maintenance,2020-05-01,2021-05-01,Renewed,4886.0
CON000401,EQ00150,Greater China,China,Full Maintenance,2021-05-01,2022-05-01,Renewed,4886.0
CON000402,EQ00150,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,4886.0
CON000403,EQ00152,Greater China,China,Basic Maintenance,2022-06-01,2023-06-01,Renewed,1971.0
CON000404,EQ00152,Greater China,China,Basic Maintenance,2023-06-01,2024-06-01,Renewed,1971.0
CON000405,EQ00152,Greater China,China,Basic Maintenance,2024-06-01,2025-06-01,Renewed,1971.0
CON000406,EQ00153,Greater China,China,Basic Maintenance,2021-06-01,2022-06-01,Renewed,2515.0
CON000407,EQ00153,Greater China,China,Basic Maintenance,2022-06-01,2023-06-01,Cancelled,2515.0
CON000408,EQ00154,Europe,Germany,Full Maintenance,2022-03-01,2023-03-01,Renewed,5466.0
CON000409,EQ00154,Europe,Germany,Full Maintenance,2023-03-01,2024-03-01,Renewed,5466.0
CON000410,EQ00154,Europe,Germany,Full Maintenance,2024-03-01,2025-03-01,Renewed,5466.0
CON000411,EQ00156,Greater China,China,Basic Maintenance,2021-12-01,2022-12-01,Renewed,2129.0
CON000412,EQ00156,Greater China,China,Basic Maintenance,2022-12-01,2023-12-01,Renewed,2129.0
CON000413,EQ00156,Greater China,China,Basic Maintenance,2023-12-01,2024-12-01,Renewed,2129.0
CON000414,EQ00157,Americas,Mexico,Basic Maintenance,2021-03-01,2022-03-01,Renewed,1975.0
CON000415,EQ00157,Americas,Mexico,Basic Maintenance,2022-03-01,2023-03-01,Cancelled,1975.0
CON000416,EQ00158,Americas,Mexico,Full Maintenance,2023-01-01,2024-01-01,Renewed,4652.0
CON000417,EQ00158,Americas,Mexico,Full Maintenance,2024-01-01,2025-01-01,Renewed,4652.0
CON000418,EQ00158,Americas,Mexico,Full Maintenance,2025-01-01,2026-01-01,Renewed,4652.0
CON000419,EQ00159,Greater China,China,Basic Maintenance,2020-12-01,2021-12-01,Renewed,2595.0
CON000420,EQ00159,Greater China,China,Basic Maintenance,2021-12-01,2022-12-01,Renewed,2595.0
CON000421,EQ00159,Greater China,China,Basic Maintenance,2022-12-01,2023-12-01,Renewed,2595.0
CON000422,EQ00160,Americas,Brazil,Full Maintenance,2021-07-01,2022-07-01,Renewed,4216.0
CON000423,EQ00160,Americas,Brazil,Full Maintenance,2022-07-01,2023-07-01,Renewed,4216.0
CON000424,EQ00160,Americas,Brazil,Full Maintenance,2023-07-01,2024-07-01,Renewed,4216.0
CON000425,EQ00161,Greater China,China,Basic Maintenance,2023-01-01,2024-01-01,Renewed,1410.0
CON000426,EQ00161,Greater China,China,Basic Maintenance,2024-01-01,2025-01-01,Renewed,1410.0
CON000427,EQ00161,Greater China,China,Basic Maintenance,2025-01-01,2026-01-01,Renewed,1410.0
CON000428,EQ00162,Europe,Sweden,Basic Maintenance,2020-10-01,2021-10-01,Renewed,3058.0
CON000429,EQ00162,Europe,Sweden,Basic Maintenance,2021-10-01,2022-10-01,Renewed,3058.0
CON000430,EQ00162,Europe,Sweden,Basic Maintenance,2022-10-01,2023-10-01,Renewed,3058.0
CON000431,EQ00163,Europe,Poland,Full Maintenance,2022-07-01,2023-07-01,Renewed,4174.0
CON000432,EQ00163,Europe,Poland,Full Maintenance,2023-07-01,2024-07-01,Renewed,4174.0
CON000433,EQ00163,Europe,Poland,Full Maintenance,2024-07-01,2025-07-01,Renewed,4174.0
CON000434,EQ00164,Europe,Netherlands,Full Maintenance,2021-04-01,2022-04-01,Renewed,3772.0
CON000435,EQ00164,Europe,Netherlands,Full Maintenance,2022-04-01,2023-04-01,Renewed,3772.0
CON000436,EQ00164,Europe,Netherlands,Full Maintenance,2023-04-01,2024-04-01,Renewed,3772.0
CON000437,EQ00165,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,5538.0
CON000438,EQ00165,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,5538.0
CON000439,EQ00165,Greater China,China,Full Maintenance,2024-10-01,2025-10-01,Renewed,5538.0
CON000440,EQ00166,Americas,Mexico,Basic Maintenance,2020-06-01,2021-06-01,Renewed,1716.0
CON000441,EQ00166,Americas,Mexico,Basic Maintenance,2021-06-01,2022-06-01,Renewed,1716.0
CON000442,EQ00166,Americas,Mexico,Basic Maintenance,2022-06-01,2023-06-01,Renewed,1716.0
CON000443,EQ00167,Greater China,China,Full Maintenance,2020-12-01,2021-12-01,Renewed,4611.0
CON000444,EQ00167,Greater China,China,Full Maintenance,2021-12-01,2022-12-01,Renewed,4611.0
CON000445,EQ00167,Greater China,China,Full Maintenance,2022-12-01,2023-12-01,Renewed,4611.0
CON000446,EQ00168,Greater China,China,Full Maintenance,2021-12-01,2022-12-01,Renewed,4590.0
CON000447,EQ00168,Greater China,China,Full Maintenance,2022-12-01,2023-12-01,Cancelled,4590.0
CON000448,EQ00169,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,5588.0
CON000449,EQ00169,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,5588.0
CON000450,EQ00169,Greater China,China,Full Maintenance,2024-04-01,2025-04-01,Renewed,5588.0
CON000451,EQ00170,Europe,Poland,Basic Maintenance,2022-11-01,2023-11-01,Renewed,1765.0
CON000452,EQ00170,Europe,Poland,Basic Maintenance,2023-11-01,2024-11-01,Renewed,1765.0
CON000453,EQ00170,Europe,Poland,Basic Maintenance,2024-11-01,2025-11-01,Renewed,1765.0
CON000454,EQ00171,Americas,Mexico,Full Maintenance,2022-12-01,2023-12-01,Renewed,5598.0
CON000455,EQ00171,Americas,Mexico,Full Maintenance,2023-12-01,2024-12-01,Renewed,5598.0
CON000456,EQ00171,Americas,Mexico,Full Maintenance,2024-12-01,2025-12-01,Renewed,5598.0
CON000457,EQ00172,Greater China,China,Basic Maintenance,2021-08-01,2022-08-01,Renewed,2130.0
CON000458,EQ00172,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2130.0
CON000459,EQ00172,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2130.0
CON000460,EQ00173,Europe,France,Full Maintenance,2020-03-01,2021-03-01,Renewed,5258.0
CON000461,EQ00173,Europe,France,Full Maintenance,2021-03-01,2022-03-01,Renewed,5258.0
CON000462,EQ00173,Europe,France,Full Maintenance,2022-03-01,2023-03-01,Cancelled,5258.0
CON000463,EQ00174,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Renewed,3069.0
CON000464,EQ00174,Greater China,China,Basic Maintenance,2024-09-01,2025-09-01,Renewed,3069.0
CON000465,EQ00174,Greater China,China,Basic Maintenance,2025-09-01,2026-09-01,Active,3069.0
CON000466,EQ00176,Greater China,China,Full Maintenance,2021-02-01,2022-02-01,Renewed,4446.0
CON000467,EQ00176,Greater China,China,Full Maintenance,2022-02-01,2023-02-01,Renewed,4446.0
CON000468,EQ00176,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,4446.0
CON000469,EQ00177,Americas,Brazil,Full Maintenance,2020-02-01,2021-02-01,Renewed,6203.0
CON000470,EQ00177,Americas,Brazil,Full Maintenance,2021-02-01,2022-02-01,Renewed,6203.0
CON000471,EQ00177,Americas,Brazil,Full Maintenance,2022-02-01,2023-02-01,Renewed,6203.0
CON000472,EQ00178,Greater China,China,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2015.0
CON000473,EQ00178,Greater China,China,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2015.0
CON000474,EQ00178,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Renewed,2015.0
CON000475,EQ00179,APMEA,UAE,Full Maintenance,2021-02-01,2022-02-01,Renewed,5599.0
CON000476,EQ00179,APMEA,UAE,Full Maintenance,2022-02-01,2023-02-01,Renewed,5599.0
CON000477,EQ00179,APMEA,UAE,Full Maintenance,2023-02-01,2024-02-01,Renewed,5599.0
CON000478,EQ00180,Greater China,China,Full Maintenance,2020-06-01,2021-06-01,Renewed,4277.0
CON000479,EQ00180,Greater China,China,Full Maintenance,2021-06-01,2022-06-01,Renewed,4277.0
CON000480,EQ00180,Greater China,China,Full Maintenance,2022-06-01,2023-06-01,Renewed,4277.0
CON000481,EQ00181,Greater China,China,Basic Maintenance,2023-06-01,2024-06-01,Renewed,3302.0
CON000482,EQ00181,Greater China,China,Basic Maintenance,2024-06-01,2025-06-01,Cancelled,3302.0
CON000483,EQ00183,APMEA,India,Basic Maintenance,2020-05-01,2021-05-01,Renewed,2928.0
CON000484,EQ00183,APMEA,India,Basic Maintenance,2021-05-01,2022-05-01,Renewed,2928.0
CON000485,EQ00183,APMEA,India,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2928.0
CON000486,EQ00184,APMEA,South Korea,Full Maintenance,2020-01-01,2021-01-01,Renewed,4265.0
CON000487,EQ00184,APMEA,South Korea,Full Maintenance,2021-01-01,2022-01-01,Renewed,4265.0
CON000488,EQ00184,APMEA,South Korea,Full Maintenance,2022-01-01,2023-01-01,Cancelled,4265.0
CON000489,EQ00185,Greater China,China,Full Maintenance,2021-02-01,2022-02-01,Renewed,5373.0
CON000490,EQ00185,Greater China,China,Full Maintenance,2022-02-01,2023-02-01,Renewed,5373.0
CON000491,EQ00185,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,5373.0
CON000492,EQ00186,Americas,Mexico,Full Maintenance,2022-08-01,2023-08-01,Renewed,5059.0
CON000493,EQ00186,Americas,Mexico,Full Maintenance,2023-08-01,2024-08-01,Renewed,5059.0
CON000494,EQ00186,Americas,Mexico,Full Maintenance,2024-08-01,2025-08-01,Renewed,5059.0
CON000495,EQ00187,Americas,Canada,Basic Maintenance,2022-12-01,2023-12-01,Renewed,1913.0
CON000496,EQ00187,Americas,Canada,Basic Maintenance,2023-12-01,2024-12-01,Renewed,1913.0
CON000497,EQ00187,Americas,Canada,Basic Maintenance,2024-12-01,2025-12-01,Renewed,1913.0
CON000498,EQ00188,Europe,Netherlands,Basic Maintenance,2022-12-01,2023-12-01,Renewed,1889.0
CON000499,EQ00188,Europe,Netherlands,Basic Maintenance,2023-12-01,2024-12-01,Renewed,1889.0
CON000500,EQ00188,Europe,Netherlands,Basic Maintenance,2024-12-01,2025-12-01,Renewed,1889.0
CON000501,EQ00190,Greater China,China,Full Maintenance,2020-06-01,2021-06-01,Renewed,5067.0
